transcript_file,label,utterance_id,child_id,age_months,tokens,pos,speaker_code,speech_act
34743,1,15415950,20714,63.03414854514466,"['what', 'about', 'the', 'pigs', 'where', 'are', 'the', 'pigs', 'going']","['pro:int', 'adv', 'det:art', 'n', 'pro:rel', 'aux', 'det:art', 'n', 'part']",MOT,QN
34743,1,15415953,20714,63.03414854514466,['outside'],['adv'],CHI,SA
34743,1,15415957,20714,63.03414854514466,['outside'],['adv'],MOT,AQ
34743,1,15415961,20714,63.03414854514466,"['mm', 'in', 'the', 'dark']","['', 'prep', 'det:art', 'n']",CHI,SA
34743,1,15415966,20714,63.03414854514466,"['in', 'the', 'dark', 'oh']","['prep', 'det:art', 'n', 'co']",MOT,AP
34743,1,15415969,20714,63.03414854514466,"['in', 'the', 'dark']","['prep', 'det:art', 'n']",CHI,QN
34743,1,15415973,20714,63.03414854514466,"['I', ""don't"", 'think', ""they'll"", 'like', 'that', 'will', 'they']","['pro:sub', 'mod', 'v', 'pro:sub', 'prep', 'pro:dem', 'mod', 'pro:sub']",MOT,SA
34743,1,15415977,20714,63.03414854514466,['no'],['co'],CHI,DW
34743,1,15415981,20714,63.03414854514466,"['there', 'you', 'are', 'look', 'at', 'all', 'those', 'pink', 'ladies', 'there']","['adv', 'pro:per', 'cop', 'v', 'prep', 'qn', 'det:dem', 'adj', 'n', 'adv']",MOT,SA
34743,1,15415985,20714,63.03414854514466,['mm'],[''],CHI,YY
34743,1,15415989,20714,63.03414854514466,"['right', 'another', 'one']","['adv', 'qn', 'pro:indef']",MOT,ST
34743,1,15415993,20714,63.03414854514466,"['moo', 'cow', 'moo', 'cow', 'xxx']","['v', 'n', 'v', 'n', '']",CHI,ST
34743,1,15415999,20714,63.03414854514466,"['shall', 'we', 'put', 'all', 'your', 'little', 'pigs', 'in', 'there']","['mod', 'pro:sub', 'v', 'qn', 'det:poss', 'adj', 'n', 'prep', 'n']",MOT,ST
34743,1,15416004,20714,63.03414854514466,"['yes', 'no']","['co', 'co']",CHI,DW
34743,1,15416008,20714,63.03414854514466,['no'],['co'],MOT,DW
34743,1,15416012,20714,63.03414854514466,"['a', 'little', 'moo', 'cow']","['det:art', 'adj', 'v', 'n']",CHI,ST
34743,1,15416016,20714,63.03414854514466,"['more', 'cows', 'well', ""who's"", 'in', 'this', 'one']","['qn', 'n', 'co', 'pro:rel', 'prep', 'det:dem', 'pro:indef']",MOT,QN
34743,1,15416019,20714,63.03414854514466,"['look', 'at', 'all', 'the', 'sheep', 'in', 'there']","['v', 'prep', 'qn', 'det:art', 'n', 'prep', 'n']",MOT,RP
34743,1,15416023,20714,63.03414854514466,"['um', 'a', 'horsie', 'in', 'there']","['', 'det:art', 'n', 'prep', 'n']",CHI,YQ
34743,1,15416027,20714,63.03414854514466,['mm'],[''],MOT,AA
34743,1,15416032,20714,63.03414854514466,"['um', 'a', 'horsie', 'in', 'in', 'there']","['', 'det:art', 'n', 'adv', 'prep', 'adv']",CHI,RP
34743,1,15416036,20714,63.03414854514466,"['can', 'you', 'find', 'any', 'more', 'cows']","['mod', 'pro:per', 'v', 'qn', 'qn', 'n']",MOT,RP
34743,1,15416040,20714,63.03414854514466,['mm'],[''],CHI,YY
34743,1,15416045,20714,63.03414854514466,"[""there's"", 'the', 'lady', 'that', 'milks', 'the', 'cows']","['pro:exist', 'det:art', 'n', 'pro:rel', 'v', 'det:art', 'n']",MOT,ST
34743,1,15416050,20714,63.03414854514466,"['look', ""she's"", 'sat', 'down', 'on', 'a', 'little', 'stool', 'oh']","['v', 'pro:sub', 'part', 'adv', 'prep', 'det:art', 'adj', 'n', 'co']",MOT,ST
34743,1,15416054,20714,63.03414854514466,['oh'],['co'],CHI,YY
34743,1,15416058,20714,63.03414854514466,"[""who's"", 'this']","['pro:int', 'pro:dem']",MOT,QN
34743,1,15416062,20714,63.03414854514466,"['um', 'Kangaroo']","['', 'n:prop']",CHI,SA
34743,1,15416066,20714,63.03414854514466,['Kangaroo'],['n:prop'],MOT,DS
34743,1,15416069,20714,63.03414854514466,"['Kangaroo', 'Kangaroo', 'Kangaroo', 'dum', 'dum', 'dum']","['n:prop', 'n:prop', 'n:prop', 'co', 'co', 'co']",CHI,DS
34743,1,15416073,20714,63.03414854514466,"['oh', 'look', ""there's"", 'the', 'indian', ""he's"", 'lost', 'his', 'head', 'that', 'indian', ""there's"", 'a', 'man', 'digging', 'a', 'hole']","['co', 'co', 'pro:exist', 'det:art', 'n', 'pro:sub', 'part', 'det:poss', 'adj', 'adv', 'adj', 'pro:exist', 'det:art', 'n', 'part', 'det:art', 'n']",MOT,ST
34743,1,15416081,20714,63.03414854514466,"['find', 'them', 'some', 'food']","['v', 'pro:obj', 'qn', 'n']",MOT,RP
34743,1,15416086,20714,63.03414854514466,"['where', 'are', 'they']","['pro:int', 'cop', 'pro:sub']",MOT,QN
34743,1,15416089,20714,63.03414854514466,"['there', 'look']","['adv', 'v']",MOT,RP
34743,1,15416093,20714,63.03414854514466,"['hey', 'look', 'at', 'this']","['co', 'v', 'prep', 'pro:dem']",CHI,RP
34743,1,15416098,20714,63.03414854514466,"['another', 'one']","['qn', 'pro:indef']",MOT,RP
34743,1,15416101,20714,63.03414854514466,['mm'],[''],CHI,YY
34743,1,15416104,20714,63.03414854514466,"['well', 'there']","['co', 'adv']",MOT,MK
34743,1,15416107,20714,63.03414854514466,"['xxx', 'xxx', 'xxx']","['', '', '']",CHI,YY
34743,1,15416110,20714,63.03414854514466,"['shall', 'we', 'find', 'all', 'the', 'food']","['mod', 'pro:sub', 'v', 'qn', 'det:art', 'n']",MOT,RQ
34743,1,15416114,20714,63.03414854514466,['mm'],[''],CHI,YY
34743,1,15416118,20714,63.03414854514466,"['here', 'are']","['adv', 'cop']",MOT,QN
34743,1,15416121,20714,63.03414854514466,"['hay', 'hay']","['n', 'n']",CHI,SA
34743,1,15416124,20714,63.03414854514466,"['is', 'this', 'the', 'food']","['cop', 'pro:dem', 'det:art', 'n']",MOT,CT
34743,1,15416127,20714,63.03414854514466,"['put', 'it', 'in', 'this', 'little', 'dish', 'for', 'me']","['v', 'pro:per', 'prep', 'det:dem', 'adj', 'n', 'prep', 'pro:obj']",MOT,RP
34743,1,15416130,20714,63.03414854514466,['okay'],['co'],CHI,AD
34743,1,15416133,20714,63.03414854514466,"['can', 'you', 'find', 'some', 'more']","['mod', 'pro:per', 'v', 'qn', 'pro:indef']",MOT,RP
34743,1,15416138,20714,63.03414854514466,"[""there's"", 'another', 'one']","['pro:exist', 'qn', 'pro:indef']",MOT,ST
34743,1,15416142,20714,63.03414854514466,"['the', 'the', 'hay', 'the', 'xxx']","['det:art', 'det:art', 'n', 'det:art', '']",CHI,ST
34743,1,15416146,20714,63.03414854514466,"['and', ""there's"", 'another', 'dish', 'look']","['coord', 'pro:exist', 'qn', 'n', 'v']",MOT,ST
34743,1,15416153,20714,63.03414854514466,"['oh', 'yes', 'the', 'dinner']","['co', 'co', 'det:art', 'n']",CHI,AA
34743,1,15416157,20714,63.03414854514466,"['just', 'wanna', 'get', 'that']","['adv', 'v', 'v', 'pro:dem']",MOT,RQ
34743,1,15416161,20714,63.03414854514466,['um'],[''],CHI,YY
34743,1,15416166,20714,63.03414854514466,['mm'],[''],MOT,YY
34743,1,15416170,20714,63.03414854514466,['um'],[''],CHI,YY
34743,1,15416173,20714,63.03414854514466,"['who', 'do', 'you', 'think', 'should', 'eat', 'that', 'first']","['pro:int', 'mod', 'pro:per', 'v', 'mod', 'v', 'adv', 'adv']",MOT,QN
34743,1,15416178,20714,63.03414854514466,"['um', 'moo', 'cow']","['', 'v', 'n']",CHI,SA
34743,1,15416183,20714,63.03414854514466,"['a', 'horsie', 'um']","['det:art', 'n', '']",CHI,YY
34743,1,15416187,20714,63.03414854514466,"['well', 'give', 'them', 'some', 'then', ""they're"", 'hungry']","['co', 'v', 'pro:obj', 'qn', 'adv:tem', 'pro:sub', 'adj']",MOT,ST
34743,1,15416191,20714,63.03414854514466,"['okay', 'dinner', 'hay']","['co', 'n', 'n']",CHI,RQ
34743,1,15416197,20714,63.03414854514466,['okay'],['co'],MOT,AD
34743,1,15416202,20714,63.03414854514466,"['yeah', 'the', 'hay']","['co', 'det:art', 'n']",CHI,AD
34743,1,15416208,20714,63.03414854514466,"[""can't"", 'see', 'any', 'more', 'can', 'you']","['mod', 'v', 'qn', 'pro:indef', 'mod', 'pro:per']",MOT,RP
34743,1,15416214,20714,63.03414854514466,"[""you're"", 'sat', 'on', 'one']","['pro:per', 'part', 'adv', 'det:num']",MOT,ST
34743,1,15416220,20714,63.03414854514466,"['move', 'Andrew']","['n', 'n:prop']",MOT,ST
34743,1,15416225,20714,63.03414854514466,"['another', 'one', 'another', 'one']","['qn', 'pro:indef', 'qn', 'pro:indef']",CHI,ST
34743,1,15416232,20714,63.03414854514466,"[""you've"", 'dropped', 'the', 'other', 'one', 'now']","['pro:per', 'part', 'det:art', 'qn', 'det:num', 'adv']",MOT,ST
34743,1,15416242,20714,63.03414854514466,"['there', 'you', 'are', ""there's"", 'one', 'for', 'each', 'look']","['adv', 'pro:per', 'cop', 'pro:exist', 'pro:indef', 'prep', 'qn', 'co']",MOT,ST
34743,1,15416248,20714,63.03414854514466,"['have', 'you', 'got', 'one', 'in', 'your', 'hand']","['v', 'pro:per', 'part', 'pro:indef', 'prep', 'det:poss', 'n']",MOT,ST
34743,1,15416253,20714,63.03414854514466,"[""there's"", 'the', 'other', 'one']","['pro:exist', 'det:art', 'qn', 'pro:indef']",MOT,ST
34743,1,15416257,20714,63.03414854514466,"['there', 'oh']","['adv', 'co']",CHI,MK
34743,1,15416261,20714,63.03414854514466,['okay'],['co'],MOT,MK
34743,1,15416266,20714,63.03414854514466,"['thank', 'you']","['v', 'pro:per']",CHI,MK
34743,1,15416271,20714,63.03414854514466,"['put', 'one', 'in', 'each', 'one', 'now', 'put', 'in', 'there', 'for', 'them']","['v', 'det:num', 'prep', 'qn', 'det:num', 'adv', 'v', 'prep', 'n', 'prep', 'pro:obj']",MOT,RP
34743,1,15416276,20714,63.03414854514466,['no'],['co'],CHI,RD
34743,1,15416281,20714,63.03414854514466,"['and', 'you', 'give', 'the', 'cows', 'one']","['coord', 'pro:per', 'v', 'det:art', 'n', 'pro:indef']",MOT,RP
34743,1,15416288,20714,63.03414854514466,"['that', 'one', 'I', 'wanna', 'no']","['det:dem', 'pro:indef', 'pro:sub', 'v', 'co']",CHI,RD
34743,1,15416292,20714,63.03414854514466,"['push', 'it', 'underneath', 'if', 'it', ""won't"", 'go', 'will', 'it', 'not', 'go']","['v', 'pro:per', 'adv', 'conj', 'pro:per', 'mod', 'v', 'mod', 'pro:per', 'neg', 'v']",MOT,RP
34743,1,15416298,20714,63.03414854514466,"['want', 'the', 'horsie']","['v', 'det:art', 'n']",CHI,YY
34743,1,15416304,20714,63.03414854514466,"['the', 'horsies', 'want', 'one']","['det:art', 'n', 'v', 'det:num']",MOT,YQ
34743,1,15416308,20714,63.03414854514466,['yeah'],['co'],CHI,AA
34743,1,15416312,20714,63.03414854514466,"['well', ""where's"", 'the', 'horsies']","['co', 'pro:int', 'det:art', 'n']",MOT,QN
34743,1,15416318,20714,63.03414854514466,"['I', 'no', 'horsie']","['pro:sub', 'co', 'n']",CHI,SA
34743,1,15416324,20714,63.03414854514466,"['pig', 'pen']","['n', 'n']",CHI,ST
34743,1,15416332,20714,63.03414854514466,"['in', 'there']","['prep', 'n']",MOT,YQ
34743,1,15416338,20714,63.03414854514466,"['yeah', 'I', 'eat', 'there']","['co', 'pro:sub', 'v', 'adv']",CHI,AA
34743,1,15416343,20714,63.03414854514466,"[""he'll"", 'hafta', 'let', 'them', 'in', 'up', 'against', 'the', 'wall', ""won't"", 'he', 'that', 'one']","['pro:sub', 'mod', 'v', 'pro:obj', 'prep', 'adv', 'prep', 'det:art', 'n', 'mod', 'pro:sub', 'adv', 'pro:indef']",MOT,YQ
34743,1,15416351,20714,63.03414854514466,"['yeah', 'I', 'eat', 'there']","['co', 'pro:sub', 'v', 'adv']",CHI,AA
34743,1,15416353,20714,63.03414854514466,"['mm', 'look']","['', 'co']",MOT,RP
34743,1,15416359,20714,63.03414854514466,['um'],[''],CHI,YY
34743,1,15416365,20714,63.03414854514466,['now'],['adv'],MOT,MK
34743,1,15416371,20714,63.03414854514466,"[""there's"", 'a', 'horsie', 'what', 'that']","['pro:exist', 'det:art', 'n', 'pro:int', 'adv']",CHI,ST
34743,1,15416376,20714,63.03414854514466,"[""what's"", 'that']","['pro:int', 'pro:dem']",MOT,AP
34743,1,15416383,20714,63.03414854514466,['xxx'],[''],CHI,YY
34743,1,15416390,20714,63.03414854514466,"['did', 'they', 'miss', 'all', 'the', 'food']","['mod', 'pro:sub', 'v', 'qn', 'det:art', 'n']",MOT,ST
34743,1,15416398,20714,63.03414854514466,['mm'],[''],CHI,YY
34743,1,15416404,20714,63.03414854514466,['mm'],[''],MOT,AC
34743,1,15416412,20714,63.03414854514466,"['um', 'moo', 'cow', 'um']","['', 'v', 'n', '']",MOT,ST
34743,1,15416418,20714,63.03414854514466,"['I', 'know']","['pro:sub', 'v']",MOT,ST
34743,1,15416423,20714,63.03414854514466,['mm'],[''],CHI,YY
34743,1,15416431,20714,63.03414854514466,"['shall', 'we', 'get', 'this']","['mod', 'pro:sub', 'v', 'pro:dem']",MOT,RQ
34743,1,15416436,20714,63.03414854514466,['yeah'],['co'],CHI,AD
34743,1,15416443,20714,63.03414854514466,"['and', 'put', 'some', 'pigs', 'on', 'the', 'back', 'and', 'they', 'can', 'go', 'to', 'the', 'market', ""can't"", 'they']","['coord', 'v', 'qn', 'n', 'prep', 'det:art', 'n', 'coord', 'pro:sub', 'mod', 'v', 'prep', 'det:art', 'n', 'mod', 'pro:sub']",MOT,ST
34743,1,15416451,20714,63.03414854514466,['no'],['co'],CHI,RD
34743,1,15416456,20714,63.03414854514466,['no'],['co'],MOT,RD
34743,1,15416461,20714,63.03414854514466,['no'],['co'],CHI,RD
34743,1,15416468,20714,63.03414854514466,['mm'],[''],MOT,RD
34743,1,15416475,20714,63.03414854514466,"['want', 'play', 'here']","['v', 'n', 'adv']",CHI,RP
34743,1,15416482,20714,63.03414854514466,"['you', 'want', 'them', 'to', 'stay', 'here']","['pro:per', 'v', 'pro:obj', 'inf', 'v', 'adv']",MOT,YQ
34743,1,15416488,20714,63.03414854514466,['mm'],[''],CHI,AA
34743,1,15416495,20714,63.03414854514466,"['I', ""don't"", 'think', 'a', 'cow', 'pulls', 'that', 'does', 'it']","['pro:sub', 'mod', 'v', 'det:art', 'n', 'v', 'comp', 'mod', 'pro:per']",MOT,DW
34743,1,15416501,20714,63.03414854514466,"['it', 'should', 'be', 'a', 'horse', 'look', 'at', 'the', 'nice', 'horse', 'there']","['pro:per', 'mod', 'cop', 'det:art', 'n', 'v', 'prep', 'det:art', 'adj', 'n', 'adv']",MOT,ST
34743,1,15416508,20714,63.03414854514466,"['oh', 'yeah']","['co', 'co']",CHI,AC
34743,1,15416515,20714,63.03414854514466,"['can', 'he', 'pull', 'that', 'truck', 'to', 'market']","['mod', 'pro:sub', 'v', 'pro:dem', 'v', 'prep', 'n']",MOT,ST
34743,1,15416521,20714,63.03414854514466,"['bzz', 'bzz', 'xxx', 'a', 'horsie', 'and', 'a', 'moo+cow']","['on', 'on', '', 'det:art', 'n', 'coord', 'det:art', '']",CHI,PR
34743,1,15416528,20714,63.03414854514466,"['look', 'at', 'these', 'fences', 'here', 'lots_of', 'them', 'we', 'could', 'put', 'them', 'all', 'round', 'the', 'pigs', ""couldn't"", 'we']","['v', 'prep', 'det:dem', 'n', 'adv', 'qn', 'pro:obj', 'pro:sub', 'mod', 'v', 'pro:obj', 'post', 'adv', 'det:art', 'n', 'mod', 'pro:sub']",MOT,RP
34743,1,15416535,20714,63.03414854514466,"['tut', ""don't"", 'like', 'that']","['co', 'mod', 'co', 'pro:dem']",CHI,PF
34743,1,15416541,20714,63.03414854514466,"['you', ""don't"", 'like', 'that']","['pro:per', 'mod', 'v', 'pro:dem']",MOT,YQ
34743,1,15416546,20714,63.03414854514466,"['no', 'play', 'a', 'a', 'red', 'one']","['qn', 'n', 'det:art', 'det:art', 'n', 'pro:indef']",CHI,AN
